title,institution,published,year,cited,accred,Labeling
Optic Disc Cupping,CV. Jasa Sukses Abadi,Medula Vol 13 No 4.1 (2023): Medula - Edisi Spesial (Special Sense)207-208,2023,DOI: 10.53089/medula.v13i4.1.728,Accred : Unknown,
Pengaruh Penggunaan Obat Kortikosteroid Terhadap Kejadian Glaukoma Akut,CV. Jasa Sukses Abadi,Medula Vol 13 No 4.1 (2023): Medula - Edisi Spesial (Special Sense)144-149,2023,DOI: 10.53089/medula.v13i4.1.731,Accred : Unknown,
Serumen Prop sebagai Faktor Risiko Tuli Konduktif,CV. Jasa Sukses Abadi,Medula Vol 13 No 4.1 (2023): Medula - Edisi Spesial (Special Sense)182-185,2023,DOI: 10.53089/medula.v13i4.1.732,Accred : Unknown,
Diagnosis dan Tata Laksana Abses Peritonsil: Sebuah Tinjauan Pustaka,CV. Jasa Sukses Abadi,Medula Vol 13 No 4.1 (2023): Medula - Edisi Spesial (Special Sense)129-133,2023,DOI: 10.53089/medula.v13i4.1.733,Accred : Unknown,
SYSTEMATIC REVIEW KOMBINASI ORTOKERATOLOGI DENGAN ATROPIN PADA TERAPI MIOPIA ANAK,CV. Jasa Sukses Abadi,Medula Vol 13 No 4.1 (2023): Medula - Edisi Spesial (Special Sense)134-143,2023,DOI: 10.53089/medula.v13i4.1.735,Accred : Unknown,
Xerophthalmia: Risk Factors and Prevention,CV. Jasa Sukses Abadi,Medula Vol 13 No 4.1 (2023): Medula - Edisi Spesial (Special Sense)114-118,2023,DOI: 10.53089/medula.v13i4.1.737,Accred : Unknown,
Otosklerosis,CV. Jasa Sukses Abadi,Medula Vol 13 No 4.1 (2023): Medula - Edisi Spesial (Special Sense)94-98,2023,DOI: 10.53089/medula.v13i4.1.738,Accred : Unknown,
Intervensi Pada Penderita Hordeolum,CV. Jasa Sukses Abadi,Medula Vol 13 No 4.1 (2023): Medula - Edisi Spesial (Special Sense)196-201,2023,DOI: 10.53089/medula.v13i4.1.742,Accred : Unknown,
"Otitis Media Efusi: Etiologi, Patofisiologi, Patogenesis, Epidemiologi, Diagnosis, Tatalaksana, Komplikasi",CV. Jasa Sukses Abadi,Medula Vol 13 No 4.1 (2023): Medula - Edisi Spesial (Special Sense)87-93,2023,DOI: 10.53089/medula.v13i4.1.780,Accred : Unknown,
Skleritis dan Rheumatoid Arthritis,CV. Jasa Sukses Abadi,Medula Vol 13 No 6 (2023): Medula969-973,2023,DOI: 10.53089/medula.v13i6.715,Accred : Unknown,
Pelatihan Kepenulisan Karya Tulis Ilmiah untuk Siswa SMA di Bandar Lampung,"Jurusan Pendidikan Bahasa dan Sastra Indonesia, FKIP Universitas Lampung","Education Language and Arts (ELA) Vol. 2 No. 1 April (2023): Education, Language, and Arts: Jurnal Pengabdian Kepada Masyarakat50--55",2023,DOI: -,Accred : Unknown,
Pelatihan Pembuatan Materi Ajar Berbasis Demografi bagi Guru Bahasa Se-Kabupaten Pringsewu,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN UNIVERSITAS LAMPUNG,Nuwo Abdimas Vol. 2 No. 2 (2023): Nuwo Abdimas124-131,2023,DOI: -,Accred : Unknown,
Ketercapaian pembelajaran membaca berbasis teks oleh peserta didik kelas VIII SMP Global Surya Bandar Lampung,Universitas Lampung,"Aksara: Jurnal Bahasa dan Sastra Vol 24, No 1 (2023): AKSARA: Jurnal Bahasa dan Sastra376 â 390",2023,DOI: 10.23960/aksara/v24i1.pp376â390,Accred : Sinta 4,
The Effectiveness of 3D Animation Movie Media in Learning Literature in Junior High School,Global Writing Academica Researching & Publishing,ENDLESS: INTERNATIONAL JOURNAL OF FUTURE STUDIES Vol. 6 No. 2 (2023): ENDLESS: International Journal of Future Studies483-497,2023,DOI: -,Accred : Unknown,
Code-switching and code-mixing in indonesian learning at SMA YP Unila,Universitas Lampung,"Aksara: Jurnal Bahasa dan Sastra Vol 24, No 2 (2023): Aksara: Jurnal Bahasa dan Sastra763 - 777",2023,DOI: 10.23960/aksara/v24i2.pp763-777,Accred : Sinta 4,
Pengembangan Media Mobile Learning dalam Pembelajaran Teks Anekdot di SMA Kelas X,Universitas Lampung,"J-Simbol: Jurnal Magister Pendidikan Bahasa dan Sastra Indonesia Vol 11, No 2 Sep (2023): J-Simbol: Jurnal Magister Pendidikan Bahasa dan Sastra Indonesia109--117",2023,DOI: -,Accred : Sinta 4,
Correlation between interleukin-6 expression in post-mortem core liver biopsy and degree of liver injury in patients with fatal COVID-19,Narra Sains Indonesia,Narra J Vol. 3 No. 3 (2023): December 2023e463,2023,DOI: 10.52225/narra.v3i3.463,Accred : Unknown,
IMPLEMENTASI PESTA SEKURA DALAM MENANAMKAN NILAI-NILAI PANCASILA SEBAGAI PANDANGAN HIDUP BANGSA DI PEKON KUBU PERAHU KECAMATAN BALIK BUKIT LAMPUNG BARAT,FKIP Unila,"Jurnal Kultur Demokrasi Vol 12, No 1 (2023): Jurnal Kultur Demokrasi",2023,DOI: -,Accred : Unknown,
Pengaruh Pembelajaran Daring terhadap Literasi Baca dan Kompetensi Kewarganegaraan Mahasiswa Pendidikan Pancasila dan Kewarganegaraan,Actual Insight,Pedagogi : Jurnal Pendidikan dan Pembelajaran Vol. 3 No. 1 (2023): Januari24-29,2023,DOI: 10.56393/pedagogi.v3i1.1067,Accred : Sinta 5,
Pengaruh Nilai Modern Contemporary Korean Wave Terhadap Kebudayaan Nasional Warga Negara Muda,Actual Insight,De Cive : Jurnal Penelitian Pendidikan Pancasila dan Kewarganegaraan Vol. 3 No. 1 (2023): Januari1-9,2023,DOI: -,Accred : Unknown,
Peran Guru Pendidikan Pancasila dan Kewarganegaraan dalam Mencegah Perilaku Bullying pada Siswa,Actual Insight,De Cive : Jurnal Penelitian Pendidikan Pancasila dan Kewarganegaraan Vol. 3 No. 3 (2023): Maret69-78,2023,DOI: 10.56393/decive.v3i3.1572,Accred : Unknown,
Pengaruh Civic Engagement Terhadap Pelaksanaan Kuliah Kerja Nyata Mahasiswa,Actual Insight,De Cive : Jurnal Penelitian Pendidikan Pancasila dan Kewarganegaraan Vol. 3 No. 6 (2023): Juni,2023,DOI: 10.56393/decive.v3i6.1694,Accred : Unknown,
Pemberdayaan Masyarakat Menghadapi Perkembangan Destinasi Ekowisata di Kecamatan Suoh Kabupaten Lampung Barat,Universitas Indraprasta PGRI,"Jurnal PkM (Pengabdian kepada Masyarakat) Vol 6, No 4 (2023): Jurnal PkM: Pengabdian kepada Masyarakat410-419",2023,DOI: 10.30998/jurnalpkm.v6i4.9620,Accred : Sinta 4,
Pendidikan Seni dalam Seni Bela Diri,Universitas Sultan Ageng Tirtayasa,"JPKS (Jurnal Pendidikan dan Kajian Seni) Vol 8, No 1 (2023)1-13",2023,DOI: 10.30870/jpks.v8i1.18795,Accred : Unknown,
"PELATIHAN PEMBUATAN NUGGET IKAN NILA SEBAGAI UPAYA PENINGKATAN POTENSI DESA TUGU MULYA, LAMPUNG BARAT","Universitas Pembangunan Nasional ""Veteran"" Yogyakarta","Dharma: Jurnal Pengabdian Masyarakat Vol 4, No 1 (2023): Mei30-37",2023,DOI: 10.31315/dlppm.v4i1.9452,Accred : Sinta 4,
"The Relationship Between Emotional Eating And Nutritional Status In Women Of Reproductive Age In The Rimau Islands, Sumur Village",Poltekkes Kemenkes Mataram,"Jurnal Gizi Prima (Prime Nutrition Journal) Vol 8, No 1 (2023): Jurnal Gizi Prima (Prime Nutrition Journal)7-10",2023,DOI: 10.32807/jgp.v8i1.395,Accred : Sinta 5,
"Food Diversification of Female Adolescents At Rimau Islands, Sumur Village: Case Study",Universitas Darussalam Gontor,Darussalam Nutrition Journal Vol. 7 No. 1 (2023): Darussalam Nutrition Journal25-31,2023,DOI: 10.21111/dnj.v7i1.9976,Accred : Sinta 4,
Persepsi mahasiswa terhadap pemberian kuis interaktif dalam proses pembelajaran pada mahasiswa Program Studi Pendidikan Dokter Universitas Lampung: Sebuah studi kualitatif,CV. Jasa Sukses Abadi,Medula Vol 13 No 7 (2023): Medula1316-1323,2023,DOI: 10.53089/medula.v13i7.914,Accred : Unknown,
Karies Mencapai Pulpa Merupakan Faktor Risiko Stunting Pada Anak Prasekolah di Daerah Lokus,Poltekkes Kemenkes Yogyakarta,Journal of Oral Health Care Vol. 11 No. 2 (2023): 2023101-109,2023,DOI: 10.29238/ohc.v11i2.2045,Accred : Unknown,
ANALISIS KOMBINASI CAMPURAN 3D DRAMIX DAN KAWAT BENDRAT PADA SELF COMPACTING CONCRETE (SCC),Jurnal Rekayasa Sipil dan Desain,"Jurnal Rekayasa Sipil dan Desain Vol 11, No 3 (2023): Edisi September 2023Hal. 615 - 626",2023,DOI: -,Accred : Unknown,
Analisis Perbandingan Pengaruh Variasi Ukuran Panjang Serat Baja Dramix 3D Terhadap Beton Self Compacting Concrete (SCC),Jurnal Rekayasa Sipil dan Desain,"Jurnal Rekayasa Sipil dan Desain Vol 11, No 3 (2023): Edisi September 2023Hal. 627 - 638",2023,DOI: -,Accred : Unknown,
"Pengaruh Penggunaan Ordinary Portland Cement (OPC), Semen Modifikasi Jenis III dan Jenis IV, dan Portland Composite Cement (PCC) Terhadap Kuat Tekan Beton",Jurnal Rekayasa Sipil dan Desain,"Jurnal Rekayasa Sipil dan Desain Vol 11, No 4 (2023): Edisi Desember 2023Hal. 703-714",2023,DOI: -,Accred : Unknown,
"Kontribusi Mahasiswa untuk Mengurangi Tingkat Kemiskinan melalui Entrepreneur School di Desa Wonoharjo, Tanggamus, Lampung",Penerbit Goodwood,Studi Ekonomi dan Kebijakan Publik Vol. 1 No. 2 (2023): Januari83-96,2023,DOI: 10.35912/sekp.v1i2.1365,Accred : Unknown,
Upaya Peningkatan Melek Tekhnologi dan Administrasi melalui Program Kampus Mengajar pada SDN Banjarsari 04 Kabupaten Jember,Penerbit Goodwood,Yumary: Jurnal Pengabdian kepada Masyarakat Vol. 3 No. 3 (2023): Maret131-138,2023,DOI: 10.35912/yumary.v3i3.1451,Accred : Sinta 4,
LONG-TERM IMPACT OF MACROECONOMIC VARIABLES ON FOREIGN EXCHANGE RESERVES IN THE ORGANIZATION OF ISLAMIC CORPORATION,Universitas Airlangga,Jurnal Ekonomi dan Bisnis Islam | Journal of Islamic Economics and Business Vol. 9 No. 1 (2023): JANUARY-JUNE 2023149-171,2023,DOI: 10.20473/jebis.v9i1.40217,Accred : Sinta 2,
"Pengaruh GDP Per Kapita, dan Konsumsi Energi Terhadap Emisi CO2 di Indonesia",Departement of Mathematics Education,Journal on Education Vol 6 No 1 (2023): Journal On Education: Volume 6 Nomor 1 Tahun 20236508-6517,2023,DOI: 10.31004/joe.v6i1.3872,Accred : Sinta 5,
Peran Investasi Dalam Negeri Dan Investasi Asing Terhadap Perekonomian Provinsi-Provinsi Di Pulau Sumatera,CV. Multi Kreasi Media,BULLET : Jurnal Multidisiplin Ilmu Vol. 2 No. 2 (2023): BULLET : Jurnal Multidisiplin Ilmu306-317,2023,DOI: -,Accred : Unknown,
Pengaruh Belanja Daerah dan Tingkat Pengangguran Terbuka Terhadap Indeks Pembangunan Manusia Di Kabupaten/Kota Se-Provinsi Lampung,CV. Multi Kreasi Media,BULLET : Jurnal Multidisiplin Ilmu Vol. 2 No. 2 (2023): BULLET : Jurnal Multidisiplin Ilmu360-367,2023,DOI: -,Accred : Unknown,
Community Empowerment dan Sosialisasi Bahaya Covid-19 di Dusun Karpote Desa Larangan Slampar,Jurnal Pemberdayaan Umat,Jurnal Pemberdayaan Umat Vol. 2 No. 2 (2023): Agustus89-103,2023,DOI: 10.35912/jpu.v2i2.1959,Accred : Sinta 5,
PERAMALAN KONSUMSI DAN PRODUKSI MINYAK MENGGUNAKAN MODEL ARIMA DI INDONESIA,Fakultas Ekonomi dan Bisnis Universitas Lampung,Jurnal Ekonomi Pembangunan Vol 12 No 1 (2023): Volume 12 Nomor 1 Tahun 202312-26,2023,DOI: 10.23960/jep.v12i1.1090,Accred : Sinta 3,
Hubungan Antara Asupan Makanan Terhadap Diabetes Mellitus Tipe 2: Sebuah Studi Pustaka,CV. Jasa Sukses Abadi,Medula Vol 13 No 1 (2023): Medula35-41,2023,DOI: 10.53089/medula.v13i1.595,Accred : Unknown,
Factors Influencing the Selection of Healthy and Unhealthy Diet Behavior in Adolescent Girls in Bandar Lampung,Forum Ilmiah Teknologi dan Ilmu Kesehatan (FORITIKES),International Journal of Advanced Health Science and Technology Vol. 3 No. 2 (2023): April,2023,DOI: 10.35882/ijahst.v3i2.216,Accred : Unknown,
Pendekatan Holistik Pada Pria Usia 52 Tahun Dengan Tinea Cruris Melalui Pendekatan Kedokteran Keluarga di Puskesmas Rawat Inap Tanjung Sari,CV. Jasa Sukses Abadi,Medula Vol 13 No 5 (2023): Medula731-739,2023,DOI: 10.53089/medula.v13i5.758,Accred : Unknown,
Pengetahuan dan Sikap Berhubungan dengan Kepatuhan Mengonsumsi Tablet Tambah Darah pada Remaja Putri,Global Health Science Group,"Jurnal Penelitian Perawat Profesional Vol 5 No 3 (2023): Agustus 2023, Jurnal Penelitian Perawat Profesional1321-1328",2023,DOI: 10.37287/jppp.v5i3.1832,Accred : Sinta 5,
Hubungan Asupan Makan Selama Pembelajaran Tatap Muka terhadap Status Gizi Anak Sekolah Dasar: Tinjauan Pustaka,CV. Jasa Sukses Abadi,Medula Vol 13 No 6 (2023): Medula1062-1068,2023,DOI: 10.53089/medula.v13i6.824,Accred : Unknown,
"Management of Housewive, 57 Years Old With Uncontrolled Type 2 of Diabetes Melitus Through Family Medicine Approach in Karang Anyar Health Center 2022",Majority,MAJORITY Vol 11 No 2 (2023): MAJORITY73-81,2023,DOI: -,Accred : Unknown,
HUBUNGAN FAKTOR RISIKO DENGAN KEJADIAN OTITIS EKSTERNA DI POLIKLINIK THT-KL RSUD PROVINSI LAMPUNG TAHUN 2019,Majority,MAJORITY Vol 11 No 2 (2023): MAJORITY105-112,2023,DOI: -,Accred : Unknown,
Penatalaksanaan Holistik Pasien Vertigo Pada Ny. S Umur 34 Tahun Di Puskesmas Campang Raya Melalui Pendekatan Kedokteran Keluarga,CV. Jasa Sukses Abadi,Medula Vol 13 No 7 (2023): Medula1203-1211,2023,DOI: 10.53089/medula.v13i7.870,Accred : Unknown,
Penentuan Kondisi Optimum Koagulan Poli Alumunium Klorida Metode Jar Test Berdasarkan Penurunan Konsentrasi Total Suspended Solid (TSS) Air Limbah menggunakan Response Surface Method,Politeknik AKA Bogor,"Journal Warta AKAB Vol 47, No 1 (2023): Warta AKAB",2023,DOI: 10.55075/wa.v47i1.181,Accred : Sinta 5,
"Pengaruh Inflasi, PDRB, Suku Bunga dan Tenaga Kerja Terhadap Nilai Tukar Petani Provinsi Lampung","Department of Agricultural Social Economics, Faculty of Agriculture, Brawijaya University","Jurnal Ekonomi Pertanian dan Agribisnis Vol 7, No 3 (2023)1099-1111",2023,DOI: 10.21776/ub.jepa.2023.007.03.16,Accred : Sinta 4,
Module Development Based on Local Wisdom Using Contextual Teaching and Learning Models to Improve Learning Outcomes for Fourth Grade Elementary School Students,Budapest International Research and Critics University,"Budapest International Research and Critics Institute-Journal (BIRCI-Journal) Vol 6, No 1 (2023): Budapest International Research and Critics Institute February458-464",2023,DOI: 10.33258/birci.v6i1.7482,Accred : Not Accredited,
ANALYSIS OF THE FULFILLMENT OF RESTITUTION RIGHTS FOR CHILD VICTIMS OF SEXUAL VIOLENCE CRIME,Law Faculty of Universitas Bandar Lampung,PRANATA HUKUM Vol. 18 No. 1 (2023): Januari60-74,2023,DOI: 10.36448/pranatahukum.v18i1.297,Accred : Sinta 5,
DISCOURSE ON ELECTION DISTRICT ARRANGEMENTS OF DPR RI: DISKURSUS PENGATURAN DAERAH PEMILIHAN ANGGOTA DEWAN PERWAKILAN RAKYAT REPUBLIK INDONESIA,Center for Constitutional and Legislative Studies University of Bandar Lampung,Constitutional Law Society Vol. 2 No. 1 (2023): March101-115,2023,DOI: 10.36448/cls.v2i1.51,Accred : Unknown,
THE VIEW OF CONSTITUTIONAL LAW ON THE RETROACTIVE EFFECT OF MATERIAL CONTENTS OF LAWS AND REGULATION IN INDONESIA,Law Faculty of Universitas Bandar Lampung,PRANATA HUKUM Vol. 18 No. 2 (2023): Juli171-182,2023,DOI: 10.36448/pranatahukum.v18i2.309,Accred : Sinta 5,
RANCANG BANGUN SISTEM INFORMASI PELAYANAN KELURAHAN KOTA KARANG BERBASIS WEB,Badan Pelaksana Kuliah Kerja Nyata Universitas Lampung,BUGUH: JURNAL PENGABDIAN KEPADA MASYARAKAT Vol. 3 No. 1 (2023): Maret 202348-55,2023,DOI: 10.23960/buguh.v3n1.2090,Accred : Unknown,
PELATIHAN MARKETING ONLINE BAGI ISTRI PARA NELAYAN DALAM PEMASARAN HASIL LAUT PADA MASYARAKAT PESISIR UNTUK MEMBANTU PENINGKATAN KESEJAHTERAAN EKONOMI KELUARGA,Universitas Lampung,"Jurnal Pengabdian Sosial Indonesia Vol 3, No 3 (2023): Jurnal Pengabdian Sosial Indonesia (JPSI)134-137",2023,DOI: -,Accred : Unknown,
"PENERAPAN METODE EFEKTIF DALAM PENGAWASAN PEMBANGUNAN JEMBATAN (STUDI KASUS: JEMBATAN AIR MANDALA, PROVINSI SUMATERA SELATAN)",Universitas Teknokrat Indonesia,"Journal of Infrastructural in Civil Engineering Vol 4, No 02 (2023): Volume 04, Issue 02, July 20231-11",2023,DOI: 10.33365/jice.v4i02.2708,Accred : Sinta 5,
Urgensi Pengendalian Untuk Penataan Ruang Berkualitas di Provinsi Lampung,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 1 (2023): Prosiding SNIP Vol.3 No.1,2023,DOI: 10.23960/snip.v3i1.348,Accred : Unknown,
Tahapan Value Engineering pada Proyek Jalan,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 1 (2023): Prosiding SNIP Vol.3 No.1,2023,DOI: 10.23960/snip.v3i1.350,Accred : Unknown,
Analisis Operasi dan Pemeliharaan Pintu Bendung Gerak Jabung,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 1 (2023): Prosiding SNIP Vol.3 No.1,2023,DOI: 10.23960/snip.v3i1.373,Accred : Unknown,
Studi Kelayakan Perencanaan Program Rekonstruksi Rehabilitasi di Jalan-jalan Utama Sektor Pertanian Kabupaten Lampung Timur,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 1 (2023): Prosiding SNIP Vol.3 No.1,2023,DOI: 10.23960/snip.v3i1.375,Accred : Unknown,
Penggunaan Metode Cerucuk Matras Beton (Cermaton) pada Untreated Zone Oprit Jembatan; Studi Kasus Jembatan Kelat Ruas Jalan Tol Kayu Agung â Palembang â Betung,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 1 (2023): Prosiding SNIP Vol.3 No.1,2023,DOI: 10.23960/snip.v3i1.377,Accred : Unknown,
Analisis Hasil Pengujian Emisi Gas Buang Kendaraan Bermotor Menggunakan Standar Euro 2 dan Euro 4: Studi Kasus ada Pengujian Tipe/Type Approval di Indonesia,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 1 (2023): Prosiding SNIP Vol.3 No.1,2023,DOI: 10.23960/snip.v3i1.378,Accred : Unknown,
Analisa Perubahan Metode Soil Improvement dari Pile Slab Menjadi Vacuum System,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 1 (2023): Prosiding SNIP Vol.3 No.1,2023,DOI: -,Accred : Unknown,
Peran Implementasi Building Information Modelling (BIM) Terhadap Kinerja Proyek Jalan Tol Kayuagung â Palembang â Betung Tahap II STA 67+400 â 75+000,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 1 (2023): Prosiding SNIP Vol.3 No.1,2023,DOI: 10.23960/snip.v3i1.403,Accred : Unknown,
PENYUSUNAN MASTERPLAN AGROWISATA KABUPATEN LAMPUNG SELATAN,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 2 (2023): Prosiding SNIP Vol.3 No.2 Tahun 2023,2023,DOI: 10.23960/snip.v3i2.436,Accred : Unknown,
ANALISIS KEKUATAN STRUKTUR BANGUNAN GEDUNG SAMSAT RAJABASA,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 2 (2023): Prosiding SNIP Vol.3 No.2 Tahun 2023,2023,DOI: 10.23960/snip.v3i2.459,Accred : Unknown,
ANALISIS DEBIT AIR PADA DAERAH ALIRAN KALI JALETRENG (STUDI KASUS PADA KOTA TANGERANG SELATAN),Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 2 (2023): Prosiding SNIP Vol.3 No.2 Tahun 2023,2023,DOI: -,Accred : Unknown,
PEMBUATAN SIG JEMBATAN BERBASIS WEB,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 2 (2023): Prosiding SNIP Vol.3 No.2 Tahun 2023,2023,DOI: 10.23960/snip.v3i2.485,Accred : Unknown,
STUDI PEMBERIAN PUPUK PELENGKAP CAIR TERHADAP PERTUMBUHAN BIBIT ANGGREK BULAN (Phalaenopsis amabilis),Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 2 (2023): Prosiding SNIP Vol.3 No.2 Tahun 2023,2023,DOI: 10.23960/snip.v3i2.489,Accred : Unknown,
PEMBANGUNAN JARINGAN GAS BUMI UNTUK RUMAH TANGGA DI KABUPATEN OGAN KOMERING ULU (OKU) PROVINSI SUMATERA SELATAN,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 2 (2023): Prosiding SNIP Vol.3 No.2 Tahun 2023,2023,DOI: 10.23960/snip.v3i2.491,Accred : Unknown,
"Kajian Standar Laik Fungsi Stasiun Pengisian Bahan Bakar Umum (SPBU) Shell Indonesia Ceger, Kota Tangerang Selatan",Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 2 (2023): Prosiding SNIP Vol.3 No.2 Tahun 2023,2023,DOI: -,Accred : Unknown,
PERENCANAAN PEMBANGUNAN MESS PRAMUKA 2 LANTAI BUMI PERKEMAHAN GANDUS,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 2 (2023): Prosiding SNIP Vol.3 No.2 Tahun 2023,2023,DOI: 10.23960/snip.v3i2.525,Accred : Unknown,
Analisis Kesesuaian Karakteristik Kawasan Tod Terhadap Kriteria Transit Oriented Development (TOD) (Studi Kasus : Stasiun Rawa Buntu),Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 2 (2023): Prosiding SNIP Vol.3 No.2 Tahun 2023,2023,DOI: -,Accred : Unknown,
Analisis Kesesuaian Karakteristik Kawasan Tod Terhadap Kriteria Transit Oriented Development (TOD) (Studi Kasus : Stasiun Rawa Buntu),Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 2 (2023): Prosiding SNIP Vol.3 No.2 Tahun 2023,2023,DOI: 10.23960/snip.v3i2.530,Accred : Unknown,
NASKAH AKADEMIS PERDA TENTANG BANGUNAN GEDUNG KOTA TANGERANG SELATAN,Fakultas Teknik,Seminar Nasional Insinyur Profesional (SNIP) Vol. 3 No. 2 (2023): Prosiding SNIP Vol.3 No.2 Tahun 2023,2023,DOI: 10.23960/snip.v3i2.532,Accred : Unknown,
An Implicit Finite Difference Method for Thin Film Flow,IndoMS,Journal of the Indonesian Mathematical Society VOLUME 29 NUMBER 1 (MARCH 2023)99-105,2023,DOI: 10.22342/jims.29.1.1110.99-105,Accred : Sinta 1,
Analisis Perbandingan Pengaruh Variasi Ukuran Panjang Pada Kawat Bendrat Terhadap Beton Konvensional,Jurnal Rekayasa Sipil dan Desain,"Jurnal Rekayasa Sipil dan Desain Vol 11, No 3 (2023): Edisi September 2023Hal. 559 - 570",2023,DOI: -,Accred : Unknown,
Analisis Kombinasi Campuran Serat Baja dan Kawat Bendrat pada Beton Konvensional,Jurnal Rekayasa Sipil dan Desain,"Jurnal Rekayasa Sipil dan Desain Vol 11, No 3 (2023): Edisi September 2023Hal. 571 - 584",2023,DOI: -,Accred : Unknown,
Analisis Perbaikan Tanah Jalan Akses Pelabuhan New Palembang Tanjung Carat dengan Metoda PVD Pre-loading.,Fakultas Teknik Universitas Lampung,Jurnal Profesi Insinyur Universitas Lampung Vol 4 No 2 (2023)179-188,2023,DOI: 10.23960/jpi.v4n2.115,Accred : Sinta 5,
Cardiorespiratory Endurance Atlet Karate Kota Bandar Lampung: Studi Kasus Latihan Skipping,STKIP PGRI Jombang,"Bravo's : Jurnal Program Studi Pendidikan Jasmani dan Kesehatan Vol 11, No 2 (2023): JUNI 2023113-121",2023,DOI: 10.32682/bravos.v11i2.2965,Accred : Sinta 3,
DAYA TAHAN TUBUH PEMAIN FUTSAL ACADEMY LEBAH LAMPUNG DENGAN LATIHAN SLOW INTERVAL,Universitas Islam Kalimantan Muhammad Arsyad Al Banjari,"Riyadhoh : Jurnal Pendidikan Olahraga Vol 6, No 1 (2023): Riyadhoh : Jurnal Pendidikan Olahraga155-161",2023,DOI: 10.31602/rjpo.v6i1.10957,Accred : Sinta 4,
The Relationship Between Body Mass Index (BMI) And Physical Fitness Of Students At SD N 1 Labuhan Ratu Bandar Lampung Post-Pandemic Covid-19,Sekolah Tinggi Olahraga dan Kesehatan Bina Guna,Jurnal Pendidikan Jasmani (JPJ) Vol 4 No 1 (2023): Jurnal Pendidikan Jasmani (JPJ)47-56,2023,DOI: 10.55081/jpj.v4i1.918,Accred : Sinta 5,
"Hubungan Usia, Paritas, Penyakit Infeksi Dan Status Gizi Ibu Terhadap Kejadian Kelainan Kongenital Mayor pada Janin",CV. Jasa Sukses Abadi,Medula Vol 13 No 3 (2023): Medula271-276,2023,DOI: 10.53089/medula.v13i3.668,Accred : Unknown,
PEMANFAATAN TEMULAWAK DAN JAHE MERAH SEBAGAI FITOBIOTIK DAN PENGARUHNYA TERHADAP EFISIENSI NUTRIEN AYAM BROILER DI DAERAH TROPIS,Fakultas Peternakan Universitas Tulang Bawang Lampung,Wahana Peternakan Vol. 7 No. 2 (2023): Wahana Peternakan148-157,2023,DOI: 10.37090/jwputb.v7i2.1004,Accred : Sinta 4,
PENDAYAGUNAAN ALIRAN SUNGAI MENGGUNAKAN PLTA-PH SEBAGAI ENERGI TERBARUKAN UNTUK BUDIDAYA IKAN AIR TAWAR DI DUSUN SINAR NEGERI DESA NEGERI SAKTI KECAMATAN GEDONG TATAAN KABUPATEN PESAWARAN,Program Studi Manajemen Fakultas Ekonomi dan Manajemen Universitas Malahayati,xxxx-xxxx,2023,DOI: 10.33024/jbmm.v3i2.12934,Accred : Unknown,
"Application of Pelton Turbine in Pico Hydro Renewable Energy System at Sinar Negeri, Negeri Sakti Village",Politeknik Caltex Riau,Jurnal ELEMENTER (Elektro dan Mesin Terapan) Vol. 9 No. 2 (2023): Jurnal Elektro dan Mesin Terapan (ELEMENTER)306 - 614,2023,DOI: 10.35143/elementer.v9i2.6188,Accred : Unknown,
Pengembangan Model Pembelajaran Project Based Learning Pada Matakuliah Praktikum Algoritma Pemograman : Desain Model Pembelajaran BerAKHLAK,Universitas Lampung,"Jurnal Pendidikan Teknologi Informasi dan Vokasional Vol 5, No 2 (2023): Jurnal Pendidikan Teknologi Informasi dan Vokasional37-55",2023,DOI: 10.23960/29034,Accred : Sinta 5,
